"id","no_folio","fecha_evento","tipo_de_evento","coordenada_x","coordenada_y"
4326,"2227370",2019-11-25,"ATROPELLADO",-99.218434,19.28663
4327,"2227632",2019-11-25,"ATROPELLADO",-99.110888,19.467417
4328,"2227645",2019-11-25,"ATROPELLADO",-99.130798,19.443235
4329,"2227759",2019-11-25,"ATROPELLADO",-99.13528,19.426092
4330,"2227586",2019-11-25,"CAIDA DE CICLISTA",-99.019602,19.340319
4331,"2225488",2019-11-25,"CHOQUE",-99.076724,19.378758
4332,"2225650",2019-11-25,"CHOQUE",-99.015911,19.294071
4333,"2225703",2019-11-25,"CHOQUE",-99.169492,19.442206
4334,"2225705",2019-11-25,"CHOQUE",-99.149611,19.380225
4335,"2225748",2019-11-25,"CHOQUE",-99.12391,19.408978
4336,"2226306",2019-11-25,"CHOQUE",-99.118889,19.264451
4337,"2226683",2019-11-25,"CHOQUE",-99.1889,19.391123
4338,"2226729",2019-11-25,"CHOQUE",-99.037763,19.29612
4339,"2227018",2019-11-25,"CHOQUE",-99.036097,19.34362
4340,"2225763",2019-11-25,"DERRAPADO",-99.15983,19.430762
4341,"2225926",2019-11-25,"DERRAPADO",-99.091929,19.36691
4342,"2227828",2019-11-25,"DERRAPADO",-99.19148,19.412091
4343,"2225601",2019-11-25,"VOLCADURA",-99.19563,19.419384
4344,"2228670",2019-11-26,"ATROPELLADO",-99.001935,19.178962
4345,"2228777",2019-11-26,"ATROPELLADO",-99.14073,19.541593
4346,"2229748",2019-11-26,"ATROPELLADO",-99.140892,19.387691
4347,"2229930",2019-11-26,"ATROPELLADO",-99.123763,19.437486
4348,"2230006",2019-11-26,"ATROPELLADO",-99.121332,19.445463
4349,"2230139",2019-11-26,"ATROPELLADO",-99.190441,19.343805
4350,"2230670",2019-11-26,"ATROPELLADO",-99.113358,19.398646
4351,"2230451",2019-11-26,"CAIDA DE CICLISTA",-99.101837,19.293652
4352,"2229005",2019-11-26,"CAIDA DE PASAJERO",-99.132588,19.429083
4353,"2230073",2019-11-26,"CAIDA DE PASAJERO",-99.075838,19.384324
4354,"2228481",2019-11-26,"CHOQUE",-99.077186,19.297324
4355,"2228767",2019-11-26,"CHOQUE",-99.152017,19.488932
4356,"2229590",2019-11-26,"CHOQUE",-99.203241,19.372967
4357,"2229923",2019-11-26,"CHOQUE",-99.200727,19.483012
4358,"2230074",2019-11-26,"CHOQUE",-99.158534,19.362959
4359,"2230183",2019-11-26,"CHOQUE",-99.161282,19.314766
4360,"2230716",2019-11-26,"CHOQUE",-99.003577,19.330229
4361,"2231009",2019-11-27,"ATROPELLADO",-99.253665,19.378629
4362,"2331022",2019-11-27,"ATROPELLADO",-99.095172,19.250235
4363,"2231345",2019-11-27,"ATROPELLADO",-99.1239,19.397862
4364,"2231442",2019-11-27,"ATROPELLADO",-99.158576,19.381138
4365,"2231445",2019-11-27,"ATROPELLADO",-99.138276,19.323494
4366,"2231900",2019-11-27,"ATROPELLADO",-99.198809,19.438158
4367,"2232507",2019-11-27,"ATROPELLADO",-99.164806,19.3701619
4368,"2231550",2019-11-27,"CAIDA DE PASAJERO",-99.161077,19.322265
4369,"2231019",2019-11-27,"CHOQUE",-99.165734,19.301987
4370,"2231420",2019-11-27,"CHOQUE",-99.193103,19.336636
4371,"2231614",2019-11-27,"CHOQUE",-99.082354,19.329347
4372,"2232043",2019-11-27,"CHOQUE",-99.064268,19.336651
4373,"2232334",2019-11-27,"CHOQUE",-99.12078,19.418871
4374,"2232444",2019-11-27,"CHOQUE",-99.153088,19.380209
4375,"2233656",2019-11-27,"CHOQUE",-99.191919,19.385057
4376,"2231220",2019-11-27,"DERRAPADO",-99.076962,19.408284
4377,"2231261",2019-11-27,"DERRAPADO",-99.11975,19.491427
4378,"2231310",2019-11-27,"DERRAPADO",-99.083207,19.420078
4379,"2232328",2019-11-27,"DERRAPADO",-99.097198,19.242052
4380,"2232465",2019-11-27,"DERRAPADO",-99.048837,19.393009
4381,"2234144",2019-11-28,"ATROPELLADO",-99.147475,19.370204
4382,"2234574",2019-11-28,"ATROPELLADO",-99.124661,19.498686
4383,"2234577",2019-11-28,"ATROPELLADO",-99.178204,19.431958
4384,"2235306",2019-11-28,"ATROPELLADO",-99.166533,19.401107
4385,"2235535",2019-11-28,"ATROPELLADO",-99.090974,19.496074
4386,"2235774",2019-11-28,"ATROPELLADO",-99.150096,19.311341
4387,"2235870",2019-11-28,"ATROPELLADO",-99.02519,19.382557
4388,"2234597",2019-11-28,"CAIDA DE CICLISTA",-99.007443,19.174588
4389,"2236239",2019-11-28,"CAIDA DE PASAJERO",-99.138904,19.326689
4390,"2234200",2019-11-28,"CHOQUE",-99.000228,19.271041
4391,"2234546",2019-11-28,"CHOQUE",-99.09762,19.35698
4392,"2234877",2019-11-28,"CHOQUE",-99.140378,19.455215
4393,"2235476",2019-11-28,"CHOQUE",-99.109378,19.451656
4394,"2236128",2019-11-28,"CHOQUE",-99.224154,19.289016
4395,"2233795",2019-11-28,"DERRAPADO",-99.139095,19.317883
4396,"2234109",2019-11-28,"DERRAPADO",-99.093427,19.44138
4397,"2235254",2019-11-28,"DERRAPADO",-99.071989,19.420493
4398,"2235491",2019-11-28,"DERRAPADO",-99.036318,19.296384
4399,"2236005",2019-11-28,"DERRAPADO",-99.215648,19.355171
4400,"2237312",2019-11-29,"ATROPELLADO",-99.063651,19.383177
4401,"2237594",2019-11-29,"ATROPELLADO",-99.102553,19.261368
4402,"2237928",2019-11-29,"ATROPELLADO",-99.01197,19.376224
4403,"2239017",2019-11-29,"ATROPELLADO",-99.199052,19.402574
4404,"2237086",2019-11-29,"CHOQUE",-99.097804,19.402887
4405,"2237161",2019-11-29,"CHOQUE",-99.239192,19.390634
4406,"2237326",2019-11-29,"CHOQUE",-99.031592,19.360296
4407,"2237484",2019-11-29,"CHOQUE",-99.169746,19.294181
4408,"2237570",2019-11-29,"CHOQUE",-99.049413,19.203461
4409,"2238422",2019-11-29,"CHOQUE",-99.259535,19.380292
4410,"2238461",2019-11-29,"CHOQUE",-99.000003,19.206894
4411,"2239418",2019-11-29,"CHOQUE",-99.137511,19.341091
4412,"2240086",2019-11-29,"CHOQUE",-99.2220405,19.321456
4413,"2236953",2019-11-29,"DERRAPADO",-98.99729,19.345406
4414,"2237438",2019-11-29,"DERRAPADO",-99.146629,19.390812
4415,"2238203",2019-11-29,"DERRAPADO",-99.070715,19.482061
4416,"2238287",2019-11-29,"DERRAPADO",-99.189711,19.433411
4417,"2239700",2019-11-29,"DERRAPADO",-99.260274,19.308484
4418,"2237564",2019-11-29,"VOLCADURA",-99.280203,19.360933
4419,"2238740",2019-11-29,"VOLCADURA",-99.149117,19.437962
4420,"2240882",2019-11-30,"ATROPELLADO",-99.289267,19.359693
4421,"2242026",2019-11-30,"ATROPELLADO",-99.059348,19.252753
4422,"2242743",2019-11-30,"ATROPELLADO",-99.126586,19.42171
4423,"2242933",2019-11-30,"CAIDA DE CICLISTA",-99.106336,19.444528
4424,"2240869",2019-11-30,"CHOQUE",-99.025663,19.344622
4425,"2241202",2019-11-30,"CHOQUE",-99.202267,19.50143
4426,"2240995",2019-11-30,"CHOQUE",-99.147729,19.463829
4427,"2242360",2019-11-30,"CHOQUE",-99.284038,19.364863
4428,"2242432",2019-11-30,"CHOQUE",-99.100327,19.490628
4429,"2242490",2019-11-30,"CHOQUE",-99.10836,19.244175
4430,"2243742",2019-11-30,"CHOQUE",-99.146622,19.390806
4431,"2243133",2019-11-30,"DERRAPADO",-99.161854,19.322849
4432,"2244894",2019-12-01,"ATROPELLADO",-99.116941,19.401223
4433,"2245877",2019-12-01,"ATROPELLADO",-98.997036,19.279598
4434,"2245929",2019-12-01,"ATROPELLADO",-98.982443,19.342858
4435,"2246443",2019-12-01,"ATROPELLADO",-99.127705,19.434342
4436,"2247004",2019-12-01,"ATROPELLADO",-99.243278,19.276826
4437,"2245797",2019-12-01,"CAIDA DE PASAJERO",-99.185231,19.443897
4438,"2244459",2019-12-01,"CHOQUE",-99.103578,19.481106
4439,"2245864",2019-12-01,"CHOQUE",-99.119957,19.274044
4440,"2246109",2019-12-01,"CHOQUE",-99.192515,19.433783
4441,"2246451",2019-12-01,"CHOQUE",-99.217733,19.420379
4442,"2246841",2019-12-01,"CHOQUE",-99.226251,19.226533
4443,"2247200",2019-12-01,"CHOQUE",-99.242261,19.321303
4444,"2247321",2019-12-01,"CHOQUE",-99.144781,19.371565
4445,"2247455",2019-12-01,"CHOQUE",-99.077554,19.34484
4446,"2247587",2019-12-01,"CHOQUE",-99.126859,19.395456
4447,"2245036",2019-12-01,"DERRAPADO",-99.0053,19.349599
4448,"2245589",2019-12-01,"DERRAPADO",-99.169791,19.387831
4449,"2245943",2019-12-01,"DERRAPADO",-99.113694,19.406211
4450,"2247269",2019-12-01,"DERRAPADO",-99.065017,19.289119
4451,"2248836",2019-12-02,"ATROPELLADO",-99.155347,19.377307
4452,"2249564",2019-12-02,"ATROPELLADO",-99.094988,19.36758
4453,"2249813",2019-12-02,"ATROPELLADO",-99.113539,19.328294
4454,"2250381",2019-12-02,"ATROPELLADO",-99.005905,19.196587
4455,"2249002",2019-12-02,"CHOQUE",-99.14265,19.418793
4456,"2249240",2019-12-02,"CHOQUE",-99.234652,19.283889
4457,"2249259",2019-12-02,"CHOQUE",-99.157513,19.376015
4458,"2249967",2019-12-02,"CHOQUE",-98.996723,19.173645
4459,"2250316",2019-12-02,"CHOQUE",-99.113111,19.411682
4460,"2248312",2019-12-02,"DERRAPADO",-99.080737,19.311507
4461,"2249189",2019-12-02,"DERRAPADO",-99.228056,19.320579
4462,"2250567",2019-12-02,"DERRAPADO",-99.162069,19.315208
4463,"2251475",2019-12-03,"ATROPELLADO",-99.188847,19.399709
4464,"2251924",2019-12-03,"ATROPELLADO",-99.041828,19.305349
4465,"2252073",2019-12-03,"ATROPELLADO",-99.076188,19.492788
4466,"2252143",2019-12-03,"ATROPELLADO",-99.034417,19.296551
4467,"2252188",2019-12-03,"ATROPELLADO",-99.168589,19.421343
4468,"2252565",2019-12-03,"ATROPELLADO",-99.18737,19.347468
4469,"2251685",2019-12-03,"CHOQUE",-99.158401,19.457314
4470,"2253255",2019-12-03,"CHOQUE",-99.079971,19.372323
4471,"2253401",2019-12-03,"CHOQUE",-99.095834,19.414488
4472,"2253299",2019-12-03,"DERRAPADO",-99.032668,19.283137
4473,"2254235",2019-12-04,"ATROPELLADO",-99.139186,19.397295
4474,"2254366",2019-12-04,"ATROPELLADO",-99.212722,19.4477
4475,"2254506",2019-12-04,"ATROPELLADO",-99.191663,19.428537
4476,"2254513",2019-12-04,"ATROPELLADO",-99.084844,19.374804
4477,"2255316",2019-12-04,"ATROPELLADO",-99.209604,19.340895
4478,"2255675",2019-12-04,"ATROPELLADO",-99.111447,19.44678
4479,"2255889",2019-12-04,"ATROPELLADO",-99.145144,19.383635
4480,"2253844",2019-12-04,"CHOQUE",-99.116366,19.405806
4481,"2254439",2019-12-04,"CHOQUE",-99.079705,19.452018
4482,"2254579",2019-12-04,"CHOQUE",-99.209214,19.457808
4483,"2254635",2019-12-04,"CHOQUE",-99.066184,19.390727
4484,"2254934",2019-12-04,"CHOQUE",-99.115563,19.458129
4485,"2255132",2019-12-04,"CHOQUE",-99.228734,19.319477
4486,"2255702",2019-12-04,"CHOQUE",-99.062353,19.461191
4487,"2256615",2019-12-04,"CHOQUE",-99.084343,19.301415
4488,"2256634",2019-12-04,"CHOQUE",-99.141534,19.378137
4489,"2254412",2019-12-04,"DERRAPADO",-99.069859,19.311131
4490,"2256353",2019-12-04,"DERRAPADO",-99.16368,19.307973
4491,"2257264",2019-12-05,"ATROPELLADO",-99.062768,19.3764
4492,"2258859",2019-12-05,"ATROPELLADO",-99.224288,19.375848
4493,"2259357",2019-12-05,"ATROPELLADO",-99.125678,19.292952
4494,"2259366",2019-12-05,"ATROPELLADO",-99.071376,19.397101
4495,"2256923",2019-12-05,"CHOQUE",-99.08405,19.320245
4496,"2257155",2019-12-05,"CHOQUE",-99.031367,19.334479
4497,"2257206",2019-12-05,"CHOQUE",-99.207634,19.44438
4498,"2257229",2019-12-05,"CHOQUE",-99.141237,19.432017
4499,"2257230",2019-12-05,"CHOQUE",-99.109479,19.29959
4500,"2257396",2019-12-05,"CHOQUE",-99.125107,19.285336
4501,"2257684",2019-12-05,"CHOQUE",-99.155065,19.3700074
4502,"2257696",2019-12-05,"CHOQUE",-99.147071,19.301338
4503,"2257776",2019-12-05,"CHOQUE",-99.170565,19.366985
4504,"2258088",2019-12-05,"CHOQUE",-98.993559,19.360305
4505,"2257109",2019-12-05,"DERRAPADO",-99.133346,19.423599
4506,"2257190",2019-12-05,"DERRAPADO",-99.130894,19.442364
4507,"2257862",2019-12-05,"DERRAPADO",-99.184926,19.364054
4508,"2259189",2019-12-05,"DERRAPADO",-99.216664,19.396562
4509,"2260072",2019-12-06,"ATROPELLADO",-99.097558,19.322398
4510,"2260653",2019-12-06,"ATROPELLADO",-99.163852,19.319158
4511,"2260870",2019-12-06,"ATROPELLADO",-99.057719,19.359056
4512,"2261025",2019-12-06,"ATROPELLADO",-99.20018,19.386259
4513,"2261148",2019-12-06,"ATROPELLADO",-99.104799,19.467419
4514,"2261506",2019-12-06,"ATROPELLADO",-99.052812,19.338206
4515,"2262471",2019-12-06,"ATROPELLADO",-99.118243,19.477672
4516,"2262814",2019-12-06,"ATROPELLADO",-99.017708,19.373346
4517,"2259967",2019-12-06,"CHOQUE",-99.232632,19.282729
4518,"2260094",2019-12-06,"CHOQUE",-99.151703,19.378241
4519,"2260115",2019-12-06,"CHOQUE",-99.19995,19.333649
4520,"2260169",2019-12-06,"CHOQUE",-99.174402,19.484164
4521,"2260260",2019-12-06,"CHOQUE",-99.157551,19.351219
4522,"2260271",2019-12-06,"CHOQUE",-99.148291,19.292647
4523,"2260278",2019-12-06,"CHOQUE",-99.122828,19.511712
4524,"2260425",2019-12-06,"CHOQUE",-99.108585,19.479346
4525,"2260499",2019-12-06,"CHOQUE",-99.101841,19.378231
4526,"2260638",2019-12-06,"CHOQUE",-99.099689,19.4221
4527,"2260645",2019-12-06,"CHOQUE",-99.141648,19.429041
4528,"2260678",2019-12-06,"CHOQUE",-99.159045,19.394223
4529,"2261117",2019-12-06,"CHOQUE",-99.134341,19.403073
4530,"2261238",2019-12-06,"CHOQUE",-99.142281,19.366769
4531,"2261463",2019-12-06,"CHOQUE",-99.125934,19.310639
4532,"2261474",2019-12-06,"CHOQUE",-99.130505,19.57667
4533,"2261811",2019-12-06,"CHOQUE",-99.092804,19.321626
4534,"2262470",2019-12-06,"CHOQUE",-99.142484,19.440881
4535,"2262484",2019-12-06,"CHOQUE",-99.154451,19.446518
4536,"2262747",2019-12-06,"CHOQUE",-99.076982,19.395216
4537,"2260017",2019-12-06,"DERRAPADO",-99.118845,19.217491
4538,"2260281",2019-12-06,"DERRAPADO",-99.057697,19.371477
4539,"2260319",2019-12-06,"DERRAPADO",-98.95819,19.323202
4540,"2260568",2019-12-06,"DERRAPADO",-99.115713,19.435516
4541,"2261353",2019-12-06,"DERRAPADO",-99.092786,19.506071
4542,"2261986",2019-12-06,"DERRAPADO",-99.070517,19.489323
4543,"2261992",2019-12-06,"DERRAPADO",-99.040315,19.359028
4544,"2263819",2019-12-07,"ATROPELLADO",-99.178236,19.382233
4545,"2264032",2019-12-07,"ATROPELLADO",-99.105428,19.322026
4546,"2264698",2019-12-07,"ATROPELLADO",-99.125684,19.449226
4547,"2264865",2019-12-07,"ATROPELLADO",-99.122375,19.38238
4548,"2265247",2019-12-07,"ATROPELLADO",-99.209967,19.438635
4549,"2265814",2019-12-07,"ATROPELLADO",-99.134943,19.354142
4550,"2263539",2019-12-07,"CHOQUE",-99.056822,19.362933
4551,"2264012",2019-12-07,"CHOQUE",-99.163842,19.319157
4552,"2264204",2019-12-07,"CHOQUE",-99.137869,19.35711
4553,"2264267",2019-12-07,"CHOQUE",-99.16316,19.453547
4554,"2264430",2019-12-07,"CHOQUE",-99.094984,19.355836
4555,"2264683",2019-12-07,"CHOQUE",-99.168311,19.412077
4556,"2264692",2019-12-07,"CHOQUE",-99.127674,19.454105
4557,"2265034",2019-12-07,"CHOQUE",-99.130993,19.453148
4558,"2265652",2019-12-07,"CHOQUE",-99.122546,19.392666
4559,"2263528",2019-12-07,"DERRAPADO",-99.192362,19.33853
4560,"2263732",2019-12-07,"DERRAPADO",-99.172289,19.394673
4561,"2264480",2019-12-07,"DERRAPADO",-99.17748,19.420648
4562,"2265462",2019-12-07,"DERRAPADO",-99.051385,19.301108
4563,"2265649",2019-12-07,"DERRAPADO",-99.096933,19.445901
4564,"2265895",2019-12-07,"DERRAPADO",-99.212162,19.399951
4565,"2263408",2019-12-07,"VOLCADURA",-99.04078,19.388411
4566,"2264213",2019-12-07,"VOLCADURA",-99.296965,19.351244
4567,"2267016",2019-12-08,"CHOQUE",-99.16224,19.35595
4568,"2267312",2019-12-08,"CHOQUE",-99.132112,19.393402
4569,"2267669",2019-12-08,"CHOQUE",-99.137905,19.471224
4570,"2267783",2019-12-08,"CHOQUE",-99.098495,19.458958
4571,"2268165",2019-12-08,"CHOQUE",-99.238545,19.290737
4572,"2268248",2019-12-08,"CHOQUE",-99.105425,19.322457
4573,"2268276",2019-12-08,"CHOQUE",-99.045757,19.390466
4574,"2268487",2019-12-08,"CHOQUE",-99.110369,19.381368
4575,"2268555",2019-12-08,"CHOQUE",-99.080254,19.371669
4576,"2268889",2019-12-08,"CHOQUE",-99.138579,19.319452
4577,"2269518",2019-12-08,"CHOQUE",-99.164524,19.42413
4578,"2267862",2019-12-08,"DERRAPADO",-99.123866,19.450641
4579,"2269565",2019-12-08,"DERRAPADO",-99.169346,19.416506
4580,"2269726",2019-12-08,"DERRAPADO",-99.053837,19.455731
4581,"2269913",2019-12-08,"DERRAPADO",-99.141231,19.309648
4582,"2266891",2019-12-08,"VOLCADURA",-98.996645,19.360606
4583,"2271749",2019-12-09,"CHOQUE",-99.177091,19.466782
4584,"2272813",2019-12-09,"CHOQUE",-99.09602,19.420081
4585,"2270349",2019-12-09,"DERRAPADO",-99.08103,19.444803
4586,"2271305",2019-12-09,"DERRAPADO",-99.175897,19.467769
4587,"2271365",2019-12-09,"DERRAPADO",-99.123787,19.437484
4588,"2271902",2019-12-09,"DERRAPADO",-99.036178,19.34505
4589,"2272098",2019-12-09,"DERRAPADO",-99.160136,19.295791
4590,"2272111",2019-12-09,"DERRAPADO",-99.170585,19.507157
4591,"2272514",2019-12-09,"DERRAPADO",-99.224531,19.322749
4592,"2273254",2019-12-10,"ATROPELLADO",-99.163246,19.396695
4593,"2273649",2019-12-10,"ATROPELLADO",-99.090728,19.410389
4594,"2273663",2019-12-10,"ATROPELLADO",-99.133015,19.458212
4595,"2273707",2019-12-10,"ATROPELLADO",-99.181941,19.478982
4596,"2274030",2019-12-10,"ATROPELLADO",-99.231227,19.321303
4597,"2274034",2019-12-10,"ATROPELLADO",-99.285643,19.372982
4598,"2274989",2019-12-10,"ATROPELLADO",-99.157727,19.440572
4599,"2275220",2019-12-10,"ATROPELLADO",-99.114254,19.365242
4600,"2275522",2019-12-10,"ATROPELLADO",-99.157033,19.382659
4601,"2273642",2019-12-10,"CHOQUE",-99.121817,19.340848
4602,"2273747",2019-12-10,"CHOQUE",-99.171779,19.452941
4603,"2274362",2019-12-10,"CHOQUE",-99.087407,19.423842
4604,"2274446",2019-12-10,"CHOQUE",-99.19912,19.496344
4605,"2274589",2019-12-10,"CHOQUE",-99.232919,19.327201
4606,"2274892",2019-12-10,"CHOQUE",-99.144026,19.375903
4607,"2274704",2019-12-10,"DERRAPADO",-99.17219,19.43787
4608,"2276008",2019-12-10,"VOLCADURA",-99.218871,19.311201
4609,"2276561",2019-12-11,"ATROPELLADO",-99.060367,19.304494
4610,"2277442",2019-12-11,"ATROPELLADO",-99.093671,19.400125
4611,"2277579",2019-12-11,"ATROPELLADO",-99.20088,19.507081
4612,"2277823",2019-12-11,"ATROPELLADO",-99.075391,19.324351
4613,"2277907",2019-12-11,"ATROPELLADO",-99.130321,19.430506
4614,"2276623",2019-12-11,"CAIDA DE PASAJERO",-99.196928,19.372979
4615,"2278658",2019-12-11,"CAIDA DE PASAJERO",-99.180288,19.307605
4616,"2279002",2019-12-11,"CAIDA DE PASAJERO",-98.994654,19.231999
4617,"2276578",2019-12-11,"CHOQUE",-99.188449,19.413623
4618,"2276704",2019-12-11,"CHOQUE",-99.062179,19.390067
4619,"2277347",2019-12-11,"CHOQUE",-99.001291,19.266133
4620,"2278448",2019-12-11,"CHOQUE",-99.108016,19.264422
4621,"2276706",2019-12-11,"DERRAPADO",-99.112531,19.416837
4622,"2276759",2019-12-11,"DERRAPADO",-99.06796,19.377266
4623,"2276953",2019-12-11,"DERRAPADO",-99.163736,19.449011
4624,"2280443",2019-12-12,"ATROPELLADO",-99.176144,19.370784
4625,"2280848",2019-12-12,"ATROPELLADO",-99.231882,19.320775
4626,"2280966",2019-12-12,"ATROPELLADO",-99.140645,19.460911
4627,"2281229",2019-12-12,"ATROPELLADO",-99.159435,19.320961
4628,"2281345",2019-12-12,"CAIDA DE CICLISTA",-99.180346,19.381084
4629,"2279981",2019-12-12,"CHOQUE",-99.070488,19.41761
4630,"2281029",2019-12-12,"CHOQUE",-99.212256,19.331635
4631,"2281440",2019-12-12,"CHOQUE",-99.179716,19.358162
4632,"2282191",2019-12-12,"CHOQUE",-99.099417,19.421952
4633,"2282258",2019-12-12,"CHOQUE",-99.108586,19.479335
4634,"2279692",2019-12-12,"DERRAPADO",-99.199238,19.444207
4635,"2284228",2019-12-13,"ATROPELLADO",-99.187213,19.412615
4636,"2284714",2019-12-13,"ATROPELLADO",-99.143925,19.436879
4637,"2284842",2019-12-13,"ATROPELLADO",-99.059244,19.37645
4638,"2285269",2019-12-13,"ATROPELLADO",-99.110982,19.426888
4639,"2283283",2019-12-13,"CHOQUE",-99.23698,19.317492
4640,"2283392",2019-12-13,"CHOQUE",-99.157432,19.385211
4641,"2283458",2019-12-13,"CHOQUE",-99.156647,19.370308
4642,"2283527",2019-12-13,"CHOQUE",-99.094558,19.415101
4643,"2283635",2019-12-13,"CHOQUE",-99.11077,19.440355
4644,"2284636",2019-12-13,"CHOQUE",-99.051817,19.301301
4645,"2284777",2019-12-13,"CHOQUE",-99.169095,19.366656
4646,"2285312",2019-12-13,"CHOQUE",-99.066542,19.413797
4647,"2285426",2019-12-13,"CHOQUE",-99.186123,19.389092
4648,"2285447",2019-12-13,"CHOQUE",-99.063491,19.315971
4649,"2286015",2019-12-13,"CHOQUE",-99.121142,19.436108
4650,"2283600",2019-12-13,"DERRAPADO",-99.260599,19.374674
4651,"2285214",2019-12-13,"DERRAPADO",-99.076167,19.369032
4652,"2285850",2019-12-13,"DERRAPADO",-99.11073,19.471368
4653,"2287144",2019-12-14,"ATROPELLADO",-99.047327,19.350431
4654,"2287828",2019-12-14,"ATROPELLADO",-99.106459,19.447989
4655,"2287897",2019-12-14,"ATROPELLADO",-99.185935,19.493962
4656,"2288464",2019-12-14,"ATROPELLADO",-99.180408,19.347019
4657,"2288739",2019-12-14,"ATROPELLADO",-99.107451,19.328368
4658,"2288769",2019-12-14,"ATROPELLADO",-99.125853,19.434925
4659,"2289033",2019-12-14,"ATROPELLADO",-99.186308,19.401498
4660,"2286742",2019-12-14,"CHOQUE",-99.084144,19.190761
4661,"2286781",2019-12-14,"CHOQUE",-99.082629,19.408049
4662,"2287171",2019-12-14,"CHOQUE",-99.180667,19.385196
4663,"2287498",2019-12-14,"CHOQUE",-99.129371,19.381253
4664,"2287744",2019-12-14,"CHOQUE",-99.102243,19.487326
4665,"2287938",2019-12-14,"CHOQUE",-99.218433,19.286629
4666,"2289011",2019-12-14,"CHOQUE",-99.164049,19.441574
4667,"2289322",2019-12-14,"CHOQUE",-99.15515,19.306192
4668,"2289348",2019-12-14,"CHOQUE",-99.106484,19.486916
4669,"2289679",2019-12-14,"CHOQUE",-99.176271,19.415547
4670,"2289861",2019-12-14,"CHOQUE",-99.165965,19.392551
4671,"2286847",2019-12-14,"DERRAPADO",-99.148923,19.457237
4672,"2287641",2019-12-14,"DERRAPADO",-99.08056,19.456831
4673,"2288386",2019-12-14,"DERRAPADO",-99.241733,19.246036
4674,"2289374",2019-12-14,"DERRAPADO",-99.064236,19.329408
4675,"2289907",2019-12-14,"DERRAPADO",-99.007192,19.343999
4676,"2289949",2019-12-14,"DERRAPADO",-99.096108,19.428643
4677,"2291882",2019-12-15,"ATROPELLADO",-99.055324,19.335294
4678,"2291346",2019-12-15,"CHOQUE",-99.099222,19.396761
4679,"2292114",2019-12-15,"CHOQUE",-99.139707,19.323463
4680,"2292844",2019-12-15,"CHOQUE",-99.139906,19.273398
4681,"2293623",2019-12-15,"CHOQUE",-99.172315,19.394006
4682,"2294025",2019-12-15,"CHOQUE",-99.17959,19.445093
4683,"2291663",2019-12-15,"DERRAPADO",-99.158581,19.381132
4684,"2292416",2019-12-15,"DERRAPADO",-99.142094,19.529093
4685,"2290581",2019-12-15,"VOLCADURA",-99.170919,19.266722
4686,"2294580",2019-12-16,"ATROPELLADO",-99.159538,19.441483
4687,"2295002",2019-12-16,"ATROPELLADO",-99.184773,19.401473
4688,"2295300",2019-12-16,"ATROPELLADO",-99.134568,19.296547
4689,"2295364",2019-12-16,"ATROPELLADO",-99.13175,19.272575
4690,"2295526",2019-12-16,"ATROPELLADO",-99.105083,19.418009
4691,"2296026",2019-12-16,"ATROPELLADO",-99.182422,19.482836
4692,"2296364",2019-12-16,"ATROPELLADO",-99.180071,19.399838
4693,"2296440",2019-12-16,"ATROPELLADO",-99.012673,19.34864
4694,"2296650",2019-12-16,"ATROPELLADO",-99.136163,19.434246
4695,"2295426",2019-12-16,"CHOQUE",-99.220411,19.289311
4696,"2295928",2019-12-16,"CHOQUE",-99.149135,19.365277
4697,"2296401",2019-12-16,"CHOQUE",-99.1675834,19.40924
4698,"2296746",2019-12-16,"CHOQUE",-99.148465,19.395321
4699,"2296817",2019-12-16,"CHOQUE",-99.218616,19.328151
4700,"2296873",2019-12-16,"DERRAPADO",-99.139173,19.282492
4701,"2297446",2019-12-17,"ATROPELLADO",-99.083537,19.40755
4702,"2298015",2019-12-17,"ATROPELLADO",-99.141242,19.414075
4703,"2298381",2019-12-17,"ATROPELLADO",-99.121148,19.343425
4704,"2298632",2019-12-17,"ATROPELLADO",-99.176326,19.440717
4705,"2298474",2019-12-17,"ATROPELLADO",-99.234549,19.305145
4706,"2298393",2019-12-17,"CAIDA DE PASAJERO",-99.036909,19.311397
4707,"2297374",2019-12-17,"CHOQUE",-99.146229,19.450842
4708,"2297477",2019-12-17,"CHOQUE",-99.207502,19.431098
4709,"2297523",2019-12-17,"CHOQUE",-99.171759,19.359359
4710,"2297745",2019-12-17,"CHOQUE",-99.145855,19.493289
4711,"2298271",2019-12-17,"CHOQUE",-99.123074,19.355453
4712,"2298795",2019-12-17,"CHOQUE",-99.147125,19.342476
4713,"2299786",2019-12-17,"CHOQUE",-99.18687,19.403907
4714,"2297750",2019-12-17,"DERRAPADO",-99.147823,19.432159
4715,"2298242",2019-12-17,"DERRAPADO",-99.27908,19.373437
4716,"2301597",2019-12-18,"ATROPELLADO",-99.123281,19.279817
4717,"2300058",2019-12-18,"CHOQUE",-99.142543,19.424791
4718,"2300253",2019-12-18,"CHOQUE",-99.24355,19.250401
4719,"2300447",2019-12-18,"CHOQUE",-99.119976,19.35783
4720,"2300462",2019-12-18,"CHOQUE",-99.111527,19.373621
4721,"2300968",2019-12-18,"CHOQUE",-99.131363,19.451292
4722,"2302152",2019-12-18,"CHOQUE",-99.165038,19.273454
4723,"2302332",2019-12-18,"CHOQUE",-99.201521,19.402524
